id,clv_decile,churn_risk,current_bb_speed,network_activity,account_tenure,time_of_last_broadband_upgrade,broadband_type,customer_segment
383,2,0,Copper,heavy,54,2020-12-16,Copper,Foolproof Followers
384,1,0,Copper,medium,31,2021-08-30,Copper,Settled Simplifiers
385,10,0,7Gig,light,60,2025-06-15,Fiber,Settled Simplifiers
386,1,0,1Gig,heavy,9,2023-03-31,Fiber,Aspirational Adopters
387,10,0,Copper,medium,37,2023-12-06,Copper,Budget Balancers
388,3,0,500mb,medium,102,2025-07-07,Fiber,Peak Performers
389,10,0,1Gig,medium,56,2019-02-05,Fiber,Settled Simplifiers
390,2,0,500mb,medium,101,2018-12-27,Fiber,Foolproof Followers
391,2,0,500mb,light,37,2022-10-16,Fiber,Budget Balancers
392,10,0,2Gig,medium,59,2021-09-04,Fiber,Foolproof Followers
393,10,0,2Gig,heavy,65,2024-10-30,Fiber,Aspirational Adopters
394,10,0,5Gig,medium,43,2019-04-29,Fiber,Settled Simplifiers
395,3,0,7Gig,medium,3,2018-05-27,Fiber,Aspirational Adopters
396,9,0,500mb,heavy,50,2025-05-27,Fiber,Foolproof Followers
397,3,0,1Gig,medium,15,2020-06-30,Fiber,Peak Performers
398,5,0,Copper,light,19,2024-12-14,Copper,Settled Simplifiers
399,8,0,500mb,heavy,85,2024-12-15,Fiber,Settled Simplifiers
400,9,0,7Gig,heavy,114,2022-11-12,Fiber,Foolproof Followers
401,9,0,500mb,medium,69,2016-04-15,Fiber,Foolproof Followers
402,10,0,500mb,medium,62,2021-09-18,Fiber,Aspirational Adopters
403,6,0,500mb,light,36,2022-09-28,Fiber,Foolproof Followers
404,8,0,1Gig,light,27,2025-02-11,Fiber,Settled Simplifiers
405,10,0,500mb,medium,120,2019-11-02,Fiber,Settled Simplifiers
406,9,0,2Gig,medium,42,2023-08-12,Fiber,Settled Simplifiers
407,1,0,500mb,medium,104,2016-08-23,Fiber,Foolproof Followers
408,10,0,1Gig,heavy,104,2025-06-05,Fiber,Settled Simplifiers
409,4,0,1Gig,medium,50,2024-05-18,Fiber,Settled Simplifiers
410,10,1,1Gig,light,36,2022-05-09,Fiber,Settled Simplifiers
411,8,0,2Gig,light,84,2021-03-10,Fiber,Settled Simplifiers
412,6,0,2Gig,medium,114,2017-10-31,Fiber,Foolproof Followers
413,8,0,1Gig,medium,5,2024-05-13,Fiber,Peak Performers
414,5,0,500mb,medium,48,2018-04-21,Fiber,Peak Performers
415,10,0,Copper,medium,5,2021-12-24,Copper,Settled Simplifiers
416,3,0,7Gig,heavy,77,2018-09-19,Fiber,Settled Simplifiers
417,8,0,5Gig,medium,4,2019-04-03,Fiber,Settled Simplifiers
418,8,0,500mb,light,81,2016-08-30,Fiber,Foolproof Followers
419,5,0,500mb,medium,81,2025-06-16,Fiber,Settled Simplifiers
420,7,0,500mb,light,58,2022-10-15,Fiber,Peak Performers
421,4,0,2Gig,medium,24,2024-06-15,Fiber,Foolproof Followers
422,6,0,1Gig,heavy,96,2017-11-26,Fiber,Settled Simplifiers
423,1,0,500mb,light,74,2018-07-24,Fiber,Budget Balancers
424,5,0,500mb,heavy,53,2018-11-20,Fiber,Foolproof Followers
425,5,0,Copper,light,85,2016-12-06,Copper,Settled Simplifiers
426,1,0,1Gig,medium,27,2019-05-22,Fiber,Settled Simplifiers
427,1,0,1Gig,light,13,2020-04-13,Fiber,Settled Simplifiers
428,2,0,500mb,light,36,2024-12-29,Fiber,Settled Simplifiers
429,2,0,500mb,heavy,5,2022-04-23,Fiber,Settled Simplifiers
430,10,0,7Gig,light,8,2024-08-16,Fiber,Settled Simplifiers
431,6,0,Copper,medium,31,2017-12-26,Copper,Settled Simplifiers
432,9,0,500mb,heavy,33,2016-11-19,Fiber,Budget Balancers
433,7,0,500mb,heavy,64,2017-10-14,Fiber,Settled Simplifiers
434,10,0,5Gig,medium,40,2018-11-19,Fiber,Settled Simplifiers
435,3,0,5Gig,medium,44,2016-12-20,Fiber,Foolproof Followers
436,4,0,2Gig,medium,52,2021-03-06,Fiber,Peak Performers
437,9,0,500mb,heavy,25,2020-03-15,Fiber,Settled Simplifiers
438,7,0,500mb,light,37,2019-12-07,Fiber,Peak Performers
439,6,0,2Gig,light,46,2025-03-20,Fiber,Foolproof Followers
440,6,0,500mb,heavy,79,2023-05-07,Fiber,Peak Performers
441,7,0,7Gig,medium,108,2018-02-23,Fiber,Settled Simplifiers
442,1,0,500mb,light,47,2021-10-09,Fiber,Foolproof Followers
443,10,0,1Gig,medium,35,2023-03-17,Fiber,Settled Simplifiers
444,1,0,2Gig,medium,18,2022-05-02,Fiber,Settled Simplifiers
445,6,0,500mb,medium,82,2017-11-03,Fiber,Peak Performers
446,9,0,1Gig,heavy,37,2022-05-22,Fiber,Peak Performers
447,1,0,1Gig,heavy,87,2019-06-18,Fiber,Settled Simplifiers
448,1,0,1Gig,light,120,2016-07-04,Fiber,Settled Simplifiers
449,8,0,500mb,light,63,2023-01-21,Fiber,Foolproof Followers
450,8,0,500mb,medium,49,2023-12-03,Fiber,Budget Balancers
451,1,0,1Gig,medium,63,2021-07-07,Fiber,Budget Balancers
452,3,0,Copper,light,50,2024-02-26,Copper,Settled Simplifiers
453,1,0,500mb,heavy,27,2017-06-07,Fiber,Settled Simplifiers
454,5,0,1Gig,medium,77,2019-06-28,Fiber,Budget Balancers
455,1,0,500mb,heavy,114,2022-10-18,Fiber,Settled Simplifiers
456,9,0,500mb,light,61,2016-10-15,Fiber,Settled Simplifiers
457,1,0,2Gig,medium,102,2024-07-20,Fiber,Settled Simplifiers
458,5,0,1Gig,medium,7,2017-03-20,Fiber,Settled Simplifiers
459,9,0,5Gig,light,111,2023-12-05,Fiber,Peak Performers
460,6,0,500mb,light,105,2023-02-26,Fiber,Settled Simplifiers
461,7,0,7Gig,medium,96,2025-01-19,Fiber,Settled Simplifiers
462,3,0,2Gig,heavy,10,2020-08-21,Fiber,Settled Simplifiers
463,7,0,7Gig,heavy,74,2019-10-18,Fiber,Peak Performers
464,8,0,1Gig,light,66,2023-03-24,Fiber,Settled Simplifiers
465,3,0,7Gig,medium,103,2016-01-01,Fiber,Settled Simplifiers
466,6,0,7Gig,light,54,2017-02-25,Fiber,Foolproof Followers
467,5,0,5Gig,light,94,2016-07-25,Fiber,Settled Simplifiers
468,9,0,2Gig,light,81,2024-09-06,Fiber,Settled Simplifiers
469,10,0,Copper,medium,40,2023-07-29,Copper,Peak Performers
470,6,0,1Gig,light,112,2025-05-29,Fiber,Peak Performers
471,1,0,500mb,light,12,2019-11-28,Fiber,Peak Performers
472,3,0,500mb,medium,101,2019-08-09,Fiber,Foolproof Followers
473,9,0,5Gig,medium,101,2022-01-21,Fiber,Budget Balancers
474,3,0,1Gig,heavy,91,2024-04-11,Fiber,Peak Performers
475,5,0,1Gig,medium,41,2017-07-01,Fiber,Budget Balancers
476,9,0,1Gig,medium,97,2021-12-26,Fiber,Settled Simplifiers
477,2,0,1Gig,light,41,2024-11-06,Fiber,Peak Performers
478,10,1,500mb,light,111,2017-10-30,Fiber,Peak Performers
479,10,0,500mb,medium,87,2024-02-03,Fiber,Peak Performers
480,9,0,500mb,light,15,2018-10-14,Fiber,Budget Balancers
481,2,0,500mb,light,41,2016-08-02,Fiber,Settled Simplifiers
482,10,0,500mb,medium,70,2024-05-10,Fiber,Foolproof Followers
483,9,0,1Gig,medium,87,2022-05-01,Fiber,Peak Performers
484,3,0,1Gig,medium,5,2022-12-21,Fiber,Peak Performers
485,3,0,7Gig,medium,18,2021-10-10,Fiber,Foolproof Followers
486,8,0,500mb,heavy,1,2025-10-19,Fiber,Budget Balancers
487,10,0,1Gig,heavy,63,2020-02-22,Fiber,Settled Simplifiers
488,8,0,Copper,medium,110,2019-06-06,Copper,Settled Simplifiers
489,9,0,500mb,light,102,2018-07-19,Fiber,Budget Balancers
490,10,0,2Gig,light,73,2016-06-09,Fiber,Budget Balancers
491,2,0,5Gig,medium,38,2023-06-28,Fiber,Foolproof Followers
492,8,0,Copper,medium,97,2020-04-11,Copper,Peak Performers
493,3,0,500mb,medium,72,2016-09-05,Fiber,Settled Simplifiers
494,3,0,500mb,light,27,2016-05-02,Fiber,Settled Simplifiers
495,6,0,1Gig,medium,39,2024-09-10,Fiber,Foolproof Followers
496,2,0,7Gig,medium,100,2024-08-04,Fiber,Foolproof Followers
497,7,0,1Gig,light,12,2021-10-30,Fiber,Settled Simplifiers
498,4,0,5Gig,light,12,2023-08-31,Fiber,Peak Performers
499,6,0,1Gig,light,63,2017-06-22,Fiber,Peak Performers
500,5,0,5Gig,medium,24,2025-09-23,Fiber,Settled Simplifiers
501,4,0,500mb,light,91,2020-07-27,Fiber,Settled Simplifiers
502,7,0,500mb,medium,106,2023-12-14,Fiber,Settled Simplifiers
503,1,0,1Gig,medium,53,2024-09-05,Fiber,Settled Simplifiers
504,5,0,7Gig,light,58,2025-01-26,Fiber,Foolproof Followers
505,7,0,500mb,heavy,109,2017-11-26,Fiber,Settled Simplifiers
506,6,0,2Gig,medium,63,2024-08-17,Fiber,Settled Simplifiers
507,4,1,2Gig,light,10,2023-09-01,Fiber,Settled Simplifiers
508,1,0,500mb,heavy,25,2016-06-10,Fiber,Peak Performers
509,10,0,500mb,medium,61,2019-01-25,Fiber,Settled Simplifiers
510,10,0,500mb,light,36,2021-02-11,Fiber,Foolproof Followers
511,8,0,1Gig,medium,26,2018-11-21,Fiber,Settled Simplifiers
512,5,0,7Gig,medium,82,2022-08-15,Fiber,Settled Simplifiers
513,10,0,1Gig,medium,35,2017-03-25,Fiber,Budget Balancers
514,2,0,2Gig,light,25,2018-04-14,Fiber,Peak Performers
515,7,0,500mb,heavy,72,2017-10-21,Fiber,Foolproof Followers
516,9,0,500mb,medium,29,2024-12-14,Fiber,Foolproof Followers
517,7,0,1Gig,heavy,72,2023-05-25,Fiber,Settled Simplifiers
518,4,0,1Gig,light,45,2024-08-26,Fiber,Settled Simplifiers
519,6,0,1Gig,light,57,2019-02-19,Fiber,Peak Performers
520,3,0,Copper,light,76,2019-08-08,Copper,Peak Performers
521,10,0,500mb,medium,103,2022-04-19,Fiber,Foolproof Followers
522,3,0,1Gig,heavy,59,2019-05-09,Fiber,Budget Balancers
523,10,0,500mb,heavy,5,2024-08-02,Fiber,Peak Performers
524,9,0,500mb,medium,118,2025-09-24,Fiber,Settled Simplifiers
525,6,0,500mb,medium,7,2020-11-13,Fiber,Budget Balancers
526,3,0,500mb,medium,93,2020-10-01,Fiber,Budget Balancers
527,8,0,Copper,medium,39,2016-10-18,Copper,Settled Simplifiers
528,1,0,1Gig,medium,15,2021-09-13,Fiber,Settled Simplifiers
529,3,0,500mb,heavy,111,2018-03-10,Fiber,Peak Performers
530,6,0,500mb,light,117,2019-11-23,Fiber,Aspirational Adopters
531,1,0,500mb,light,100,2024-04-23,Fiber,Foolproof Followers
532,8,0,1Gig,heavy,79,2019-07-18,Fiber,Settled Simplifiers
533,1,0,5Gig,light,118,2019-02-10,Fiber,Settled Simplifiers
534,7,0,5Gig,medium,28,2020-09-25,Fiber,Budget Balancers
535,9,0,1Gig,medium,86,2023-08-02,Fiber,Peak Performers
536,9,0,5Gig,light,111,2017-02-03,Fiber,Foolproof Followers
537,8,0,1Gig,heavy,23,2020-01-06,Fiber,Peak Performers
538,6,0,2Gig,medium,20,2021-12-12,Fiber,Foolproof Followers
539,7,0,500mb,light,109,2017-08-17,Fiber,Foolproof Followers
540,9,0,Copper,medium,103,2017-12-08,Copper,Foolproof Followers
541,3,0,1Gig,heavy,3,2020-03-11,Fiber,Settled Simplifiers
542,7,0,2Gig,light,1,2017-06-04,Fiber,Peak Performers
543,1,0,500mb,medium,14,2017-10-09,Fiber,Settled Simplifiers
544,5,0,1Gig,medium,81,2019-10-23,Fiber,Settled Simplifiers
545,4,0,2Gig,medium,59,2023-08-21,Fiber,Peak Performers
546,4,0,7Gig,medium,8,2020-07-10,Fiber,Aspirational Adopters
547,2,0,500mb,heavy,21,2021-04-26,Fiber,Peak Performers
548,7,0,1Gig,medium,61,2024-10-27,Fiber,Budget Balancers
549,9,0,1Gig,medium,25,2018-06-29,Fiber,Budget Balancers
550,10,0,2Gig,medium,33,2024-11-01,Fiber,Foolproof Followers
551,10,0,Copper,light,72,2022-02-20,Copper,Aspirational Adopters
552,6,0,500mb,medium,36,2025-07-09,Fiber,Foolproof Followers
553,5,0,Copper,medium,83,2024-03-04,Copper,Settled Simplifiers
554,4,0,2Gig,light,76,2021-04-28,Fiber,Peak Performers
555,2,0,2Gig,light,96,2016-02-25,Fiber,Peak Performers
556,5,0,1Gig,medium,2,2023-01-25,Fiber,Budget Balancers
557,7,0,Copper,heavy,107,2020-05-22,Copper,Aspirational Adopters
558,6,0,500mb,heavy,107,2024-03-09,Fiber,Settled Simplifiers
559,1,0,Copper,light,50,2022-12-06,Copper,Budget Balancers
560,8,0,1Gig,medium,15,2020-01-02,Fiber,Settled Simplifiers
561,7,0,1Gig,light,52,2024-03-17,Fiber,Settled Simplifiers
562,8,0,1Gig,medium,7,2020-01-21,Fiber,Settled Simplifiers
563,7,0,7Gig,light,52,2020-06-12,Fiber,Budget Balancers
564,8,0,500mb,medium,64,2016-09-13,Fiber,Peak Performers
565,1,1,1Gig,light,37,2018-12-23,Fiber,Foolproof Followers
566,9,0,500mb,light,77,2021-07-16,Fiber,Foolproof Followers
567,5,0,500mb,light,109,2020-01-23,Fiber,Peak Performers
568,8,0,1Gig,light,58,2023-01-09,Fiber,Settled Simplifiers
569,10,0,2Gig,heavy,30,2018-07-17,Fiber,Settled Simplifiers
570,4,0,5Gig,light,51,2021-07-17,Fiber,Settled Simplifiers
571,8,0,500mb,medium,54,2017-03-13,Fiber,Foolproof Followers
572,9,1,Copper,medium,26,2016-06-06,Copper,Aspirational Adopters
573,2,0,500mb,heavy,64,2017-05-11,Fiber,Settled Simplifiers
574,2,0,500mb,light,104,2022-07-06,Fiber,Settled Simplifiers
575,3,0,Copper,light,65,2024-02-22,Copper,Foolproof Followers
576,5,0,500mb,light,78,2016-06-03,Fiber,Settled Simplifiers
577,2,0,1Gig,heavy,77,2020-06-17,Fiber,Settled Simplifiers
578,2,0,7Gig,medium,61,2023-11-12,Fiber,Aspirational Adopters
579,7,0,Copper,light,24,2022-05-08,Copper,Budget Balancers
580,10,0,1Gig,medium,33,2023-04-30,Fiber,Settled Simplifiers
581,5,0,2Gig,medium,69,2016-08-01,Fiber,Foolproof Followers
582,10,0,500mb,medium,2,2018-10-14,Fiber,Budget Balancers
583,2,0,500mb,heavy,33,2024-10-23,Fiber,Foolproof Followers
584,7,0,500mb,heavy,48,2019-08-18,Fiber,Peak Performers
585,7,0,500mb,heavy,79,2021-01-31,Fiber,Settled Simplifiers
586,3,0,5Gig,medium,108,2017-10-12,Fiber,Settled Simplifiers
587,7,0,1Gig,light,102,2023-04-23,Fiber,Settled Simplifiers
588,10,1,1Gig,medium,19,2024-09-09,Fiber,Peak Performers
589,9,0,Copper,medium,64,2024-10-08,Copper,Budget Balancers
590,7,0,1Gig,medium,105,2019-01-17,Fiber,Settled Simplifiers
591,10,0,Copper,heavy,78,2025-03-21,Copper,Settled Simplifiers
592,3,0,1Gig,medium,5,2020-11-24,Fiber,Settled Simplifiers
593,2,0,2Gig,light,13,2025-04-12,Fiber,Aspirational Adopters
594,9,0,7Gig,light,91,2016-05-13,Fiber,Peak Performers
595,2,0,7Gig,heavy,18,2024-11-08,Fiber,Foolproof Followers
596,2,0,1Gig,medium,7,2023-12-10,Fiber,Settled Simplifiers
597,4,0,500mb,light,77,2023-10-27,Fiber,Foolproof Followers
598,1,0,500mb,light,62,2018-01-21,Fiber,Peak Performers
599,2,0,500mb,medium,120,2017-01-03,Fiber,Aspirational Adopters
600,4,0,2Gig,medium,105,2017-08-10,Fiber,Peak Performers
601,10,0,1Gig,light,1,2016-10-21,Fiber,Settled Simplifiers
602,6,0,500mb,medium,74,2017-11-15,Fiber,Peak Performers
603,8,0,500mb,medium,51,2017-12-21,Fiber,Budget Balancers
604,8,0,500mb,medium,51,2016-11-04,Fiber,Settled Simplifiers
605,10,0,1Gig,medium,77,2017-02-12,Fiber,Settled Simplifiers
606,10,0,500mb,medium,49,2022-07-04,Fiber,Peak Performers
607,5,0,500mb,light,29,2020-11-01,Fiber,Settled Simplifiers
608,1,0,2Gig,medium,9,2022-04-14,Fiber,Budget Balancers
609,8,0,1Gig,medium,101,2017-02-20,Fiber,Foolproof Followers
610,7,0,500mb,light,13,2023-08-03,Fiber,Peak Performers
611,9,0,Copper,medium,53,2022-01-27,Copper,Budget Balancers
612,10,0,500mb,light,118,2020-08-15,Fiber,Peak Performers
613,4,0,7Gig,medium,61,2022-03-14,Fiber,Settled Simplifiers
614,2,0,Copper,medium,48,2017-01-02,Copper,Budget Balancers
615,3,0,1Gig,medium,80,2025-02-03,Fiber,Aspirational Adopters
616,6,0,5Gig,medium,94,2018-12-11,Fiber,Foolproof Followers
617,9,0,2Gig,medium,107,2019-08-26,Fiber,Budget Balancers
618,4,0,Copper,medium,108,2023-02-07,Copper,Foolproof Followers
619,5,0,1Gig,light,120,2017-02-08,Fiber,Settled Simplifiers
620,8,0,500mb,medium,12,2017-03-21,Fiber,Foolproof Followers
621,5,0,500mb,medium,12,2019-11-16,Fiber,Settled Simplifiers
622,2,0,7Gig,heavy,100,2022-09-21,Fiber,Settled Simplifiers
623,8,0,500mb,heavy,88,2024-11-07,Fiber,Peak Performers
624,7,0,7Gig,light,9,2019-04-29,Fiber,Peak Performers
625,5,0,500mb,medium,115,2020-08-24,Fiber,Foolproof Followers
626,5,0,1Gig,light,22,2024-05-07,Fiber,Settled Simplifiers
627,8,0,7Gig,medium,70,2017-05-02,Fiber,Budget Balancers
628,8,0,1Gig,medium,61,2019-08-04,Fiber,Settled Simplifiers
629,8,0,500mb,light,14,2025-02-23,Fiber,Peak Performers
630,6,0,2Gig,light,114,2017-07-25,Fiber,Peak Performers
631,4,0,1Gig,medium,66,2019-04-23,Fiber,Budget Balancers
632,3,0,Copper,medium,64,2024-10-28,Copper,Settled Simplifiers
633,8,0,Copper,medium,12,2021-12-15,Copper,Budget Balancers
634,9,0,500mb,light,49,2021-03-29,Fiber,Settled Simplifiers
635,4,0,500mb,medium,12,2016-07-03,Fiber,Settled Simplifiers
636,5,0,5Gig,heavy,7,2021-05-27,Fiber,Settled Simplifiers
637,10,0,Copper,medium,57,2023-05-26,Copper,Peak Performers
638,2,0,Copper,heavy,49,2020-02-02,Copper,Settled Simplifiers
639,10,0,1Gig,heavy,42,2025-05-26,Fiber,Peak Performers
640,8,0,7Gig,heavy,60,2017-08-11,Fiber,Settled Simplifiers
641,9,0,500mb,light,51,2016-10-10,Fiber,Foolproof Followers
642,9,0,2Gig,medium,44,2016-06-11,Fiber,Settled Simplifiers
643,6,0,500mb,light,116,2016-07-07,Fiber,Settled Simplifiers
644,9,0,2Gig,medium,77,2024-06-29,Fiber,Settled Simplifiers
645,6,0,7Gig,medium,4,2021-12-10,Fiber,Peak Performers
646,9,0,1Gig,heavy,80,2021-04-28,Fiber,Settled Simplifiers
647,6,0,1Gig,medium,1,2020-09-09,Fiber,Budget Balancers
648,6,0,5Gig,medium,49,2019-03-15,Fiber,Settled Simplifiers
649,7,0,500mb,light,77,2020-09-08,Fiber,Peak Performers
650,6,0,500mb,medium,46,2023-06-20,Fiber,Settled Simplifiers
651,4,0,1Gig,light,75,2021-08-04,Fiber,Aspirational Adopters
652,5,0,1Gig,medium,66,2021-04-04,Fiber,Foolproof Followers
653,5,0,1Gig,light,82,2025-01-01,Fiber,Budget Balancers
654,7,0,500mb,heavy,114,2023-03-17,Fiber,Peak Performers
655,8,0,1Gig,light,112,2024-10-04,Fiber,Foolproof Followers
656,2,0,7Gig,light,32,2023-05-30,Fiber,Settled Simplifiers
657,4,0,2Gig,heavy,38,2022-11-23,Fiber,Settled Simplifiers
658,2,0,1Gig,light,28,2024-10-16,Fiber,Foolproof Followers
659,8,0,500mb,light,75,2016-09-29,Fiber,Settled Simplifiers
660,5,0,Copper,heavy,15,2017-12-09,Copper,Settled Simplifiers
661,8,0,500mb,light,76,2025-07-18,Fiber,Budget Balancers
662,2,0,1Gig,medium,5,2024-01-30,Fiber,Peak Performers
663,2,0,Copper,medium,85,2025-04-15,Copper,Foolproof Followers
664,3,0,Copper,heavy,9,2019-02-18,Copper,Foolproof Followers
665,10,0,500mb,medium,118,2020-02-09,Fiber,Peak Performers
666,4,0,500mb,heavy,43,2019-11-12,Fiber,Settled Simplifiers
667,9,0,Copper,medium,21,2019-06-15,Copper,Budget Balancers
668,9,0,2Gig,heavy,74,2016-03-20,Fiber,Settled Simplifiers
669,7,0,500mb,heavy,76,2023-09-17,Fiber,Foolproof Followers
670,6,0,500mb,heavy,115,2022-08-30,Fiber,Budget Balancers
671,10,0,1Gig,light,45,2018-09-18,Fiber,Foolproof Followers
672,5,0,500mb,light,34,2023-12-02,Fiber,Foolproof Followers
673,5,0,2Gig,medium,20,2017-08-30,Fiber,Aspirational Adopters
674,9,0,Copper,medium,61,2018-10-18,Copper,Settled Simplifiers
675,5,0,1Gig,medium,97,2023-05-30,Fiber,Peak Performers
676,6,0,500mb,medium,4,2018-06-10,Fiber,Settled Simplifiers
677,2,0,500mb,medium,112,2018-06-09,Fiber,Budget Balancers
678,10,0,5Gig,light,18,2017-07-30,Fiber,Settled Simplifiers
679,9,0,2Gig,medium,102,2020-09-06,Fiber,Budget Balancers
680,6,0,Copper,medium,75,2022-10-15,Copper,Budget Balancers
681,4,0,1Gig,medium,88,2022-01-28,Fiber,Foolproof Followers
682,5,1,7Gig,light,39,2016-07-13,Fiber,Peak Performers
683,1,0,500mb,heavy,58,2019-07-24,Fiber,Peak Performers
684,4,0,1Gig,light,15,2020-03-12,Fiber,Settled Simplifiers
685,4,0,500mb,light,52,2022-05-24,Fiber,Settled Simplifiers
686,10,0,Copper,light,82,2020-11-18,Copper,Budget Balancers
687,10,0,500mb,heavy,10,2016-05-25,Fiber,Settled Simplifiers
688,7,0,500mb,medium,65,2019-08-15,Fiber,Aspirational Adopters
689,3,0,7Gig,light,103,2023-04-11,Fiber,Budget Balancers
690,3,1,1Gig,medium,10,2020-02-28,Fiber,Settled Simplifiers
691,6,0,5Gig,light,96,2022-06-18,Fiber,Budget Balancers
692,4,0,500mb,light,56,2019-10-13,Fiber,Peak Performers
693,9,0,1Gig,medium,117,2016-07-11,Fiber,Peak Performers
694,9,0,1Gig,heavy,48,2024-09-20,Fiber,Peak Performers
695,10,0,1Gig,medium,17,2023-10-08,Fiber,Aspirational Adopters
696,3,0,1Gig,heavy,102,2024-05-27,Fiber,Settled Simplifiers
697,4,0,Copper,medium,71,2021-07-29,Copper,Foolproof Followers
698,3,0,500mb,heavy,107,2023-05-28,Fiber,Settled Simplifiers
699,5,0,2Gig,medium,42,2017-08-01,Fiber,Settled Simplifiers
700,3,0,1Gig,medium,96,2016-05-12,Fiber,Foolproof Followers
701,7,0,500mb,medium,113,2019-06-06,Fiber,Foolproof Followers
702,6,0,7Gig,light,58,2022-10-04,Fiber,Settled Simplifiers
703,7,0,500mb,medium,115,2016-01-10,Fiber,Settled Simplifiers
704,10,0,1Gig,heavy,8,2021-01-26,Fiber,Aspirational Adopters
705,2,0,1Gig,medium,51,2023-06-28,Fiber,Foolproof Followers
706,9,0,1Gig,light,6,2023-06-23,Fiber,Settled Simplifiers
707,10,0,1Gig,light,109,2023-10-25,Fiber,Peak Performers
708,9,0,1Gig,heavy,16,2020-04-26,Fiber,Settled Simplifiers
709,8,0,1Gig,medium,41,2018-02-10,Fiber,Budget Balancers
710,10,0,1Gig,medium,107,2019-09-11,Fiber,Peak Performers
711,2,0,500mb,medium,120,2023-12-31,Fiber,Settled Simplifiers
712,4,0,Copper,medium,52,2020-08-21,Copper,Settled Simplifiers
713,10,0,500mb,medium,32,2016-05-03,Fiber,Foolproof Followers
714,5,0,500mb,light,48,2023-12-08,Fiber,Settled Simplifiers
715,3,0,1Gig,medium,26,2025-10-05,Fiber,Aspirational Adopters
716,10,0,1Gig,light,64,2025-08-22,Fiber,Budget Balancers
717,3,0,5Gig,medium,114,2025-06-03,Fiber,Settled Simplifiers
718,6,0,500mb,heavy,99,2024-11-20,Fiber,Peak Performers
719,8,0,500mb,light,44,2016-08-06,Fiber,Settled Simplifiers
720,4,0,1Gig,light,82,2019-07-28,Fiber,Budget Balancers
721,5,0,2Gig,medium,104,2018-10-21,Fiber,Settled Simplifiers
722,1,0,1Gig,medium,54,2024-05-29,Fiber,Peak Performers
723,4,0,500mb,light,64,2018-08-11,Fiber,Budget Balancers
724,5,0,500mb,heavy,77,2016-07-30,Fiber,Budget Balancers
725,1,0,500mb,medium,47,2016-05-14,Fiber,Peak Performers
726,8,0,2Gig,heavy,37,2020-04-03,Fiber,Settled Simplifiers
727,5,0,500mb,medium,69,2021-10-03,Fiber,Settled Simplifiers
728,7,0,500mb,heavy,86,2022-02-10,Fiber,Settled Simplifiers
729,4,0,2Gig,medium,52,2024-12-12,Fiber,Peak Performers
730,4,0,500mb,light,84,2020-07-21,Fiber,Budget Balancers
731,9,1,500mb,medium,1,2020-08-24,Fiber,Settled Simplifiers
732,10,1,500mb,medium,46,2021-03-29,Fiber,Peak Performers
733,8,0,1Gig,heavy,116,2025-06-07,Fiber,Budget Balancers
734,7,0,5Gig,medium,117,2024-12-10,Fiber,Budget Balancers
735,6,0,1Gig,medium,65,2022-01-30,Fiber,Settled Simplifiers
736,1,0,500mb,medium,28,2018-04-20,Fiber,Foolproof Followers
737,4,0,5Gig,medium,48,2023-01-29,Fiber,Budget Balancers
738,10,0,1Gig,light,103,2025-10-29,Fiber,Budget Balancers
739,4,0,500mb,light,65,2021-06-29,Fiber,Settled Simplifiers
740,6,0,1Gig,heavy,20,2016-07-20,Fiber,Settled Simplifiers
741,6,0,5Gig,heavy,30,2016-01-09,Fiber,Budget Balancers
742,9,0,2Gig,medium,63,2019-10-13,Fiber,Foolproof Followers
743,9,0,500mb,heavy,84,2016-09-13,Fiber,Peak Performers
744,4,0,1Gig,medium,42,2024-08-29,Fiber,Aspirational Adopters
745,1,0,500mb,medium,90,2017-05-26,Fiber,Settled Simplifiers
746,4,0,500mb,light,50,2018-02-10,Fiber,Budget Balancers
747,5,0,500mb,light,94,2017-06-23,Fiber,Foolproof Followers
748,5,0,500mb,medium,91,2020-09-13,Fiber,Settled Simplifiers
749,3,0,1Gig,light,111,2022-11-19,Fiber,Aspirational Adopters
750,5,0,1Gig,light,13,2019-06-25,Fiber,Settled Simplifiers
751,7,0,500mb,light,16,2021-09-14,Fiber,Peak Performers
752,8,0,Copper,medium,60,2019-01-24,Copper,Budget Balancers
753,7,0,500mb,medium,33,2020-01-15,Fiber,Foolproof Followers
754,8,0,5Gig,medium,30,2018-10-21,Fiber,Peak Performers
755,8,0,1Gig,heavy,19,2025-06-10,Fiber,Aspirational Adopters
756,1,0,2Gig,medium,31,2020-04-24,Fiber,Foolproof Followers
757,6,0,Copper,medium,38,2025-07-09,Copper,Foolproof Followers
758,9,0,1Gig,medium,58,2019-10-21,Fiber,Foolproof Followers
759,5,0,7Gig,medium,9,2021-06-13,Fiber,Budget Balancers
760,9,0,5Gig,medium,17,2018-04-30,Fiber,Aspirational Adopters
